clave,id,frase,autor,fuente
K97,047,"La simplicidad no es falta de poder, es dominio del poder.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,048,"El mejor programador es el que sabe cuándo no programar.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,049,"Evita optimizar lo que aún no entiendes.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,050,"Las buenas prácticas no sustituyen el buen juicio.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,051,"El código acoplado es un grito de ayuda.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,052,"El mejor diseño es el que soporta el cambio con gracia.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,053,"El debugging enseña más que cualquier libro.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,054,"Los errores bien entendidos se vuelven patrones de prevención.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,055,"Si no lo puedes probar, no lo puedes confiar.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,056,"El software sin propósito es ruido digital.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,057,"Aprende a decir 'no' a soluciones innecesarias.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,058,"El refactor no es un lujo, es una necesidad.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,059,"La documentación útil explica el porqué, no el cómo.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,060,"La repetición es el enemigo del mantenimiento.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,061,"Tu código debería enseñarte algo cada vez que lo lees.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,062,"Los nombres son decisiones de diseño, no detalles triviales.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,063,"El diseño evolutivo es mejor que el diseño perfecto imaginado.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,064,"No trabajes cansado; programar fatigado es multiplicar errores.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,065,"La colaboración no sustituye la responsabilidad individual.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,066,"Tu entorno influye en tu código: mantenlo saludable.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,067,"Aprende de los programadores que te hacen sentir incómodo.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,068,"Los errores más costosos son los que nadie se atreve a señalar.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,069,"El software no se trata de máquinas, se trata de personas.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,070,"No escribas magia, escribe claridad.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,071,"El código sin propósito es arte inútil.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,072,"Sé curioso por naturaleza, disciplinado por profesión.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,073,"Los comentarios mentirosos son peores que la ausencia de comentarios.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,074,"La tecnología cambia; la claridad y el respeto perduran.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,075,"Los buenos programadores escriben código; los grandes lo mejoran.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,076,"Aprende a estimar sin mentirte.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,077,"Cada bug corregido sin análisis es una lección perdida.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,078,"Las herramientas no solucionan la falta de criterio.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,079,"El software perfecto es aquel que no sorprende a su usuario.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,080,"El código sin consistencia es como una frase sin gramática.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,081,"Aprende a simplificar sin empobrecer.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,082,"El verdadero progreso técnico empieza con humildad intelectual.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,083,"El mejor refactor es el que elimina miedo.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,084,"Cada bug es una oportunidad para mejorar la comprensión del sistema.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,085,"La curiosidad sostenida es el superpoder del buen desarrollador.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,086,"Los errores bien documentados valen más que los éxitos olvidados.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,087,"La mejor optimización es eliminar lo innecesario.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,088,"Los estándares existen para ayudarte, no para limitarte.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,089,"No programes en piloto automático; reflexiona sobre cada decisión.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,090,"El software que no cambia está muerto.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,091,"El código sin empatía es código sin futuro.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,092,"Las buenas prácticas no son reglas, son principios que se adaptan.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,093,"Aprende a escuchar el código antes de modificarlo.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,094,"No confundas complejidad con sofisticación.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,095,"El conocimiento técnico sin criterio ético es peligroso.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,096,"La humildad es una herramienta de diseño subestimada.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,097,"Ser programador es aprender a aprender, cada día.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,098,"La modularidad es cortesía hacia el futuro.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,099,"Los buenos nombres son decisiones de arquitectura en miniatura.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
K97,100,"La mejor práctica universal: pensar antes de programar.","Kevlin Henney (ed.)","97 cosas que todo programador debería saber"
SA,001,"La arquitectura no es sobre tecnología, sino sobre decisiones que sobreviven al cambio.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,002,"El arquitecto construye puentes entre negocio, tecnología y personas.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,003,"Cada decisión arquitectónica tiene consecuencias visibles e invisibles.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,004,"El buen arquitecto simplifica lo complejo sin perder el control.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,005,"No diseñes para la perfección, diseña para el cambio.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,006,"La arquitectura se mide por su capacidad de evolucionar sin colapsar.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,007,"Un buen arquitecto escucha más de lo que habla.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,008,"El poder del arquitecto no está en decidir, sino en habilitar decisiones informadas.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,009,"Los diagramas son temporales, las decisiones perduran.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,010,"Cada línea de código es una decisión arquitectónica en miniatura.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,011,"El arquitecto es un traductor entre visiones, no un dictador de soluciones.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,012,"Una buena arquitectura se siente invisible porque simplemente funciona.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,013,"No todo problema requiere un patrón; a veces basta con sentido común.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,014,"Los patrones de diseño no sustituyen el pensamiento crítico.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,015,"El mejor diagrama es aquel que todos entienden sin explicación.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,016,"La arquitectura limpia separa lo que cambia de lo que debe permanecer estable.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,017,"Cada nueva tecnología es una deuda si no resuelve un problema real.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,018,"El arquitecto debe proteger al equipo de decisiones impulsivas.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,019,"No se trata de construir sistemas perfectos, sino de construir sistemas que aprendan.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,020,"El tiempo destruye las decisiones tomadas sin principios.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,021,"Diseñar es decidir qué ignorar sin perder el control.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,022,"Las dependencias innecesarias son enemigos silenciosos de la evolución.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,023,"El arquitecto diseña límites tanto como estructuras.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,024,"El acoplamiento no es malo si es intencional y entendido.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,025,"Las mejores arquitecturas nacen del diálogo, no del aislamiento.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,026,"El código es la documentación definitiva de la arquitectura.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,027,"No tomes decisiones permanentes con información temporal.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,028,"El arquitecto debe ser pragmático con los plazos y purista con los principios.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,029,"La arquitectura buena facilita los errores pequeños y evita los grandes.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,030,"No construyas castillos de microservicios cuando bastaba una casa monolítica.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,031,"Cada decisión arquitectónica es un compromiso entre fuerzas opuestas.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,032,"La arquitectura debe reflejar el dominio, no la moda tecnológica.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,033,"El arquitecto eficaz enseña al equipo a pensar arquitectónicamente.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,034,"Un sistema con propósito claro resiste mejor la complejidad.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,035,"El mejor diseño técnico es el que mejora la comunicación humana.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,036,"La arquitectura es el esqueleto del software: invisible pero esencial.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,037,"Una decisión reversible no merece semanas de discusión.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,038,"El arquitecto debe pensar en cómo se degradará el sistema, no solo en cómo brilla.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,039,"La comunicación es la herramienta arquitectónica más poderosa.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,040,"El arquitecto lidera con preguntas, no con órdenes.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,041,"Los límites bien definidos evitan la expansión caótica del sistema.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,042,"Cada capa agrega valor o agrega ruido: decide cuál será.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,043,"Una arquitectura sin feedback está destinada al fracaso.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,044,"El arquitecto que no programa pierde el contacto con la realidad.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,045,"Las decisiones arquitectónicas deben ser documentadas como contratos de intención.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,046,"Cada diagrama tiene fecha de caducidad; el código, no.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,047,"El arquitecto debe ser escéptico por naturaleza, curioso por vocación.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,048,"Diseñar sin métricas es diseñar a ciegas.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,049,"No hay decisiones neutras: toda elección tiene impacto.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,050,"El arquitecto no solo construye sistemas, construye confianza.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,051,"El tiempo es el verdadero arquitecto de todo sistema.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,052,"Cada integración es una negociación de límites y responsabilidades.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,053,"Una arquitectura que no comunica su intención está incompleta.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,054,"El arquitecto evita decisiones heroicas diseñando caminos seguros.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,055,"La simplicidad arquitectónica es la máxima sofisticación.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,056,"El cambio constante es la única constante de la arquitectura.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,057,"Cada capa de abstracción tiene un costo cognitivo; úsalo con cuidado.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,058,"El arquitecto debe equilibrar la visión con la entrega.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,059,"Una arquitectura incomprensible es una deuda de conocimiento.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,060,"Los trade-offs definen al arquitecto más que las herramientas.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,061,"El sistema debe servir al negocio, no al ego del diseñador.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,062,"La arquitectura buena evoluciona con el lenguaje del dominio.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,063,"No diseñes pensando solo en la carga actual, sino en la complejidad futura.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,064,"La arquitectura no termina con el despliegue, empieza con él.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,065,"Los sistemas distribuidos distribuyen también los errores.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,066,"El mejor diseño técnico es el que habilita nuevas oportunidades de negocio.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,067,"El arquitecto debe traducir incertidumbre en estrategias.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,068,"Cada dependencia externa es una promesa que puede romperse.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,069,"No diseñes para la moda, diseña para el propósito.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,070,"Una arquitectura sin automatización se convierte en burocracia técnica.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,071,"La flexibilidad no debe confundirse con desorden.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,072,"El arquitecto que no mide no aprende.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,073,"El rendimiento no se agrega al final, se diseña desde el inicio.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,074,"Los límites claros son el mejor antídoto contra la complejidad.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,075,"El arquitecto guía decisiones, no las impone.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,076,"El diseño debe permitir desacuerdo sin ruptura.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,077,"Una buena arquitectura hace que los errores sean locales, no catastróficos.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,078,"El arquitecto construye cultura tanto como código.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,079,"Las decisiones pequeñas repetidas definen más que las grandes excepciones.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,080,"No hay diseño sin renuncia; cada decisión incluye un costo.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,081,"El arquitecto debe saber cuándo no intervenir.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,082,"El cambio sin propósito es ruido técnico.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,083,"Los sistemas grandes son ecosistemas, no máquinas.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,084,"El arquitecto crea claridad en medio de la ambigüedad.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,085,"Cada componente debe poder fallar sin colapsar el todo.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,086,"Una arquitectura sin propósito humano es solo ingeniería vacía.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,087,"Las buenas arquitecturas cuentan una historia comprensible.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,088,"El arquitecto diseña caminos de evolución, no monumentos de diseño.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,089,"La resiliencia del sistema refleja la resiliencia del equipo.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,090,"Las dependencias circulares son amistades tóxicas del software.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,091,"El mejor sistema es aquel que se puede entender sin su creador.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,092,"El diseño emergente requiere disciplina, no improvisación.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,093,"Cada línea de documentación es un contrato de comunicación.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,094,"El mejor arquitecto deja sistemas que otros pueden evolucionar.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,095,"Las métricas sin contexto engañan más de lo que informan.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,096,"El arquitecto debe resistir la tentación del control absoluto.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,097,"Diseñar para la simplicidad es diseñar para la comprensión.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,098,"Cada decisión de arquitectura es también una decisión cultural.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,099,"El arquitecto maduro sabe que la perfección es el enemigo del progreso.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
SA,100,"La arquitectura es menos sobre control y más sobre claridad.","Richard Monson-Haefel (ed.)","97 Things Every Software Architect Should Know"
CAG,001,"El manifiesto ágil no es un proceso, es una filosofía.","Robert C. Martin","Clean Agile"
CAG,002,"La agilidad comienza cuando el equipo asume la responsabilidad de entregar valor.","Robert C. Martin","Clean Agile"
CAG,003,"Ser ágil es responder al cambio con elegancia, no con caos.","Robert C. Martin","Clean Agile"
CAG,004,"El software limpio nace del compromiso, no del apuro.","Robert C. Martin","Clean Agile"
CAG,005,"No confundas velocidad con prisa; lo ágil es rápido porque es claro.","Robert C. Martin","Clean Agile"
CAG,006,"La calidad no se negocia: se integra en cada iteración.","Robert C. Martin","Clean Agile"
CAG,007,"El código es la evidencia tangible de un proceso ágil bien hecho.","Robert C. Martin","Clean Agile"
CAG,008,"Los equipos ágiles entregan confianza, no solo funcionalidad.","Robert C. Martin","Clean Agile"
CAG,009,"Planificar ágilmente es aceptar la incertidumbre, no negarla.","Robert C. Martin","Clean Agile"
CAG,010,"El cambio no es el enemigo del plan, es su propósito.","Robert C. Martin","Clean Agile"
CAG,011,"El manifiesto ágil se entiende con la práctica, no con el discurso.","Robert C. Martin","Clean Agile"
CAG,012,"La disciplina es la base invisible de toda agilidad verdadera.","Robert C. Martin","Clean Agile"
CAG,013,"Un equipo ágil no espera órdenes, busca propósito.","Robert C. Martin","Clean Agile"
CAG,014,"La comunicación cara a cara sigue siendo la herramienta más poderosa.","Robert C. Martin","Clean Agile"
CAG,015,"El software funciona cuando el equipo funciona.","Robert C. Martin","Clean Agile"
CAG,016,"La agilidad técnica es tan importante como la agilidad cultural.","Robert C. Martin","Clean Agile"
CAG,017,"El código limpio es el mejor indicador de madurez ágil.","Robert C. Martin","Clean Agile"
CAG,018,"No hay Scrum sin compromiso, ni XP sin respeto.","Robert C. Martin","Clean Agile"
CAG,019,"El valor de un sprint no está en su velocidad, sino en su aprendizaje.","Robert C. Martin","Clean Agile"
CAG,020,"La retroalimentación constante mantiene el sistema vivo.","Robert C. Martin","Clean Agile"
CAG,021,"Los equipos ágiles no eliminan la documentación, la hacen innecesaria.","Robert C. Martin","Clean Agile"
CAG,022,"La simplicidad no es una meta estética, es eficiencia cognitiva.","Robert C. Martin","Clean Agile"
CAG,023,"El mejor proceso ágil es el que desaparece cuando el equipo fluye.","Robert C. Martin","Clean Agile"
CAG,024,"Ser ágil no es moverse rápido, es moverse con intención.","Robert C. Martin","Clean Agile"
CAG,025,"Los valores ágiles guían cuando los procedimientos fallan.","Robert C. Martin","Clean Agile"
CAG,026,"La confianza reduce la fricción más que cualquier herramienta.","Robert C. Martin","Clean Agile"
CAG,027,"Los equipos que no refactorizan pierden velocidad con el tiempo.","Robert C. Martin","Clean Agile"
CAG,028,"El software es un organismo: evoluciona o muere.","Robert C. Martin","Clean Agile"
CAG,029,"La verdadera agilidad elimina la culpa y promueve la responsabilidad.","Robert C. Martin","Clean Agile"
CAG,030,"Un backlog sin prioridades claras es solo una lista de deseos.","Robert C. Martin","Clean Agile"
CAG,031,"Las ceremonias ágiles no sustituyen la cultura ágil.","Robert C. Martin","Clean Agile"
CAG,032,"La transparencia convierte los errores en oportunidades.","Robert C. Martin","Clean Agile"
CAG,033,"El código sin pruebas no es ágil, es temerario.","Robert C. Martin","Clean Agile"
CAG,034,"Los líderes ágiles sirven al equipo, no al calendario.","Robert C. Martin","Clean Agile"
CAG,035,"La entrega continua es la consecuencia natural del código limpio.","Robert C. Martin","Clean Agile"
CAG,036,"La deuda técnica es el interés que pagas por no ser disciplinado.","Robert C. Martin","Clean Agile"
CAG,037,"Cada iteración debería mejorar tanto el producto como el proceso.","Robert C. Martin","Clean Agile"
CAG,038,"La confianza se construye sprint a sprint, bug a bug.","Robert C. Martin","Clean Agile"
CAG,039,"El software sostenible requiere decisiones sostenibles.","Robert C. Martin","Clean Agile"
CAG,040,"El cambio no es un obstáculo, es una constante de diseño.","Robert C. Martin","Clean Agile"
CAG,041,"La agilidad es el arte de moverse rápido sin romper promesas.","Robert C. Martin","Clean Agile"
CAG,042,"Un equipo comprometido vale más que una metodología perfecta.","Robert C. Martin","Clean Agile"
CAG,043,"Los principios ágiles sobreviven cuando los rituales se olvidan.","Robert C. Martin","Clean Agile"
CAG,044,"La mejora continua empieza por la humildad.","Robert C. Martin","Clean Agile"
CAG,045,"Ser ágil no es seguir un marco, es adoptar una mentalidad.","Robert C. Martin","Clean Agile"
CAG,046,"El feedback temprano es el oxígeno del desarrollo ágil.","Robert C. Martin","Clean Agile"
CAG,047,"El software se construye en colaboración, no en aislamiento.","Robert C. Martin","Clean Agile"
CAG,048,"Los equipos ágiles miden progreso en valor, no en horas.","Robert C. Martin","Clean Agile"
CAG,049,"La confianza en el equipo sustituye al control externo.","Robert C. Martin","Clean Agile"
CAG,050,"Cada iteración debe dejar el sistema mejor que antes.","Robert C. Martin","Clean Agile"
CAG,051,"El diseño evolutivo es más ágil que el diseño exhaustivo.","Robert C. Martin","Clean Agile"
CAG,052,"No hay agilidad sin respeto entre programadores y negocio.","Robert C. Martin","Clean Agile"
CAG,053,"Las estimaciones son conversaciones, no contratos.","Robert C. Martin","Clean Agile"
CAG,054,"La agilidad es una consecuencia del profesionalismo.","Robert C. Martin","Clean Agile"
CAG,055,"El código limpio acelera el aprendizaje colectivo.","Robert C. Martin","Clean Agile"
CAG,056,"Los equipos maduros usan retrospectivas, no excusas.","Robert C. Martin","Clean Agile"
CAG,057,"Ser ágil es aceptar que los planes cambian porque aprendemos.","Robert C. Martin","Clean Agile"
CAG,058,"El propósito une más que cualquier proceso.","Robert C. Martin","Clean Agile"
CAG,059,"La velocidad se gana eliminando desperdicio, no agregando presión.","Robert C. Martin","Clean Agile"
CAG,060,"El producto correcto vale más que el producto rápido.","Robert C. Martin","Clean Agile"
CAG,061,"El equipo ágil construye relaciones antes que features.","Robert C. Martin","Clean Agile"
CAG,062,"Las buenas prácticas ágiles son hábitos de responsabilidad.","Robert C. Martin","Clean Agile"
CAG,063,"El sprint ideal deja menos estrés y más claridad.","Robert C. Martin","Clean Agile"
CAG,064,"El cliente no busca entregas rápidas, busca soluciones duraderas.","Robert C. Martin","Clean Agile"
CAG,065,"La agilidad no necesita permisos, necesita convicción.","Robert C. Martin","Clean Agile"
CAG,066,"Un equipo ágil no espera motivación, la genera.","Robert C. Martin","Clean Agile"
CAG,067,"La planificación continua es mejor que la planificación rígida.","Robert C. Martin","Clean Agile"
CAG,068,"El respeto es la métrica silenciosa del trabajo ágil.","Robert C. Martin","Clean Agile"
CAG,069,"La simplicidad es la versión más madura de la velocidad.","Robert C. Martin","Clean Agile"
CAG,070,"Los equipos ágiles eliminan barreras, no crean jerarquías.","Robert C. Martin","Clean Agile"
CAG,071,"El código limpio es el Scrum del programador individual.","Robert C. Martin","Clean Agile"
CAG,072,"La confianza sustituye la burocracia cuando hay transparencia.","Robert C. Martin","Clean Agile"
CAG,073,"El liderazgo ágil guía con propósito, no con miedo.","Robert C. Martin","Clean Agile"
CAG,074,"La mejora continua no ocurre sola: se agenda y se respeta.","Robert C. Martin","Clean Agile"
CAG,075,"El software ágil es simple porque es entendido por todos.","Robert C. Martin","Clean Agile"
CAG,076,"El cambio constante requiere principios constantes.","Robert C. Martin","Clean Agile"
CAG,077,"El profesional ágil escribe menos código, pero más significativo.","Robert C. Martin","Clean Agile"
CAG,078,"La confianza se gana entregando calidad repetidamente.","Robert C. Martin","Clean Agile"
CAG,079,"Los equipos ágiles convierten errores en aprendizaje colectivo.","Robert C. Martin","Clean Agile"
CAG,080,"No hay agilidad sin comunicación abierta y segura.","Robert C. Martin","Clean Agile"
CAG,081,"La disciplina técnica sostiene la cultura ágil.","Robert C. Martin","Clean Agile"
CAG,082,"La agilidad no elimina la planificación, la hace continua.","Robert C. Martin","Clean Agile"
CAG,083,"El software limpio permite moverse rápido sin miedo.","Robert C. Martin","Clean Agile"
CAG,084,"El respeto mutuo es el framework invisible del equipo ágil.","Robert C. Martin","Clean Agile"
CAG,085,"El backlog sin propósito es ruido organizado.","Robert C. Martin","Clean Agile"
CAG,086,"El cambio técnico debe seguir al aprendizaje del equipo.","Robert C. Martin","Clean Agile"
CAG,087,"La cultura ágil florece donde la culpa no existe.","Robert C. Martin","Clean Agile"
CAG,088,"El producto ágil mejora cada día, no solo cada release.","Robert C. Martin","Clean Agile"
CAG,089,"Los equipos ágiles trabajan por propósito, no por aprobación.","Robert C. Martin","Clean Agile"
CAG,090,"La transparencia convierte el error en evolución.","Robert C. Martin","Clean Agile"
CAG,091,"Ser ágil no es seguir Scrum, es entender por qué funciona.","Robert C. Martin","Clean Agile"
CAG,092,"El software de calidad es una consecuencia ética, no técnica.","Robert C. Martin","Clean Agile"
CAG,093,"Los principios ágiles son universales, las herramientas no.","Robert C. Martin","Clean Agile"
